pmra_approx,pmdec_approx,pixel_x,pixel_y
-10.315091210613598,-3.75,234,403
-10.182421227197347,-3.75,236,403
-10.049751243781094,-3.75,238,403
-11.442786069651742,-3.8157894736842124,217,404
-11.310116086235489,-3.8157894736842124,219,404
-11.177446102819237,-3.8157894736842124,221,404
-10.97844112769486,-3.8157894736842124,224,404
-10.845771144278606,-3.8157894736842124,226,404
-10.713101160862355,-3.8157894736842124,228,404
-10.580431177446103,-3.8157894736842124,230,404
-10.447761194029852,-3.8157894736842124,232,404
-10.315091210613598,-3.8157894736842124,234,404
-11.442786069651742,-3.8815789473684212,217,405
-11.310116086235489,-3.8815789473684212,219,405
-11.177446102819237,-3.8815789473684212,221,405
-10.912106135986733,-3.8815789473684212,225,405
-10.779436152570481,-3.8815789473684212,227,405
-10.580431177446103,-3.8815789473684212,230,405
-11.575456053067994,-3.9473684210526336,215,406
-11.442786069651742,-3.9473684210526336,217,406
-11.310116086235489,-3.9473684210526336,219,406
-11.177446102819237,-3.9473684210526336,221,406
-11.044776119402984,-3.9473684210526336,223,406
-10.64676616915423,-3.9473684210526336,229,406
-11.64179104477612,-4.0131578947368425,214,407
-11.509121061359867,-4.0131578947368425,216,407
-11.376451077943615,-4.0131578947368425,218,407
-11.243781094527364,-4.0131578947368425,220,407
-11.11111111111111,-4.0131578947368425,222,407
-10.97844112769486,-4.0131578947368425,224,407
-10.713101160862355,-4.0131578947368425,228,407
-10.580431177446103,-4.0131578947368425,230,407
-11.64179104477612,-4.078947368421055,214,408
-11.509121061359867,-4.078947368421055,216,408
-11.376451077943615,-4.078947368421055,218,408
-11.243781094527364,-4.078947368421055,220,408
-11.11111111111111,-4.078947368421055,222,408
-10.97844112769486,-4.078947368421055,224,408
-10.713101160862355,-4.078947368421055,228,408
-10.580431177446103,-4.078947368421055,230,408
-11.64179104477612,-4.14473684210526,214,409
-11.509121061359867,-4.14473684210526,216,409
-11.376451077943615,-4.14473684210526,218,409
-11.243781094527364,-4.14473684210526,220,409
-11.11111111111111,-4.14473684210526,222,409
-10.97844112769486,-4.14473684210526,224,409
-10.713101160862355,-4.14473684210526,228,409
-10.580431177446103,-4.14473684210526,230,409
-11.575456053067994,-4.210526315789473,215,410
-11.442786069651742,-4.210526315789473,217,410
-11.11111111111111,-4.210526315789473,222,410
