SOURCE_ID,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ruwe,phot_bp_rp_excess_factor
661422764560767360,130.47124403463775,20.159379771042122,5.445557280186121,0.024246909,-36.843967922519376,-13.268686383615503,8.477043,8.616021,8.210652,0.4053688,0.983109,1.1760672
664286721770683136,129.2249982586144,19.61709398896867,5.290579613479198,0.13020399,-35.08305308161472,-12.884344225343682,17.808378,19.669018,16.554375,3.114643,1.0528198,1.4666998
664323761568567808,129.76321151779035,20.043708651885186,5.4848048185130285,0.020201894,-37.82341664523154,-13.865086278104506,13.826769,14.640915,12.944175,1.6967402,0.9864926,1.2915826
664337230586013312,129.60108095426492,20.10600563197072,5.472286865707612,0.024388064,-35.967268922046955,-12.986401069755562,10.410198,10.698692,9.959279,0.73941326,0.9493312,1.193642
664337539824225152,129.58943383195438,20.137320594020565,5.283363253757894,0.18198055,-35.40564844222821,-13.53304514636266,17.825201,19.754686,16.491688,3.2629986,1.055577,1.5601813
664344274332354304,129.7297009507837,20.219066385883746,5.43835253982659,0.0668802,-35.95112056005321,-13.899940300948389,16.290472,17.811354,15.08303,2.728324,1.048075,1.4586328
664431548067327616,130.2959323643043,20.377293386740213,5.465526956686332,0.033835858,-36.79068500031293,-14.612944441011333,15.14509,16.306036,14.079112,2.226924,0.99878806,1.3725142
664439416447387392,129.92496999239404,20.295807938846682,5.443863854492569,0.08112466,-36.19109964511355,-12.027594423384492,17.05475,18.80169,15.793821,3.0078678,0.97730345,1.4896789
664446666352164224,129.96916824567793,20.512826100537634,5.337602022746881,0.054058656,-34.41355563307133,-13.019234255629518,16.221762,17.688095,15.023167,2.6649284,1.0025036,1.4574531
659463954533430656,130.20931871047307,18.399799651779897,5.958057005498096,0.6192393,-35.99030338010505,-10.427273845366635,19.817345,21.090374,18.290676,2.7996979,1.1612763,1.9419519
659721510835420544,129.0878011712828,18.841006010037383,5.057304160602131,0.19926567,-33.02275231680325,-12.07643529019263,18.299631,20.09851,17.01808,3.080431,0.97647053,1.5086824
659774291689774848,129.26100111201828,19.328413591933774,5.211118148782376,0.063454695,-33.50292859387048,-11.508442709356357,15.773745,17.140385,14.620621,2.519764,1.3727201,1.4234527
660977737230203648,130.49634362104462,18.718563136430934,5.974354431380836,0.45050877,-36.49852697956315,-12.539410788897225,19.486225,21.231483,18.128319,3.1031647,0.9703976,1.6155258
660983750184396672,130.5916222531019,18.76822127028446,5.5583524751064,0.16337687,-37.06671079329111,-12.371795075566471,18.139982,20.069578,16.840914,3.2286644,0.97989935,1.515281
660986297100929792,130.70682728524227,18.859685204306995,5.442855930651925,0.036197044,-37.41504456421724,-12.476954087147353,15.108388,16.279238,14.025258,2.2539797,1.3329448,1.388145
661001243587055616,130.4024075462538,18.904237493712372,5.305627916735575,0.0633111,-36.61298978817565,-11.924983382339342,16.165894,17.674152,14.962377,2.7117758,1.0089806,1.4561031
661031480156796544,130.58352129927917,19.151524879327823,5.357064697030476,0.014322645,-36.06625496240821,-11.650957463567716,13.085061,13.723373,12.321145,1.4022284,1.0235926,1.2535549
661117134688210560,131.27440647594935,19.299259935263354,5.265668358633074,0.1246775,-37.086403775888684,-12.434374209245215,17.475943,19.168306,16.22934,2.9389668,0.9712896,1.4795353
661216743570426240,129.96789753364206,19.312577682374833,5.429122654022656,0.020537531,-35.913927695916016,-13.597653614833543,10.114902,10.370845,9.700335,0.6705103,0.8932787,1.1895676
661216885306765824,129.92714337629764,19.307940773588097,5.112760458317328,0.08814571,-34.68078517364411,-12.977145371815709,16.655863,18.348616,15.396097,2.9525185,0.9850176,1.4956632
661243307945543936,130.10624743049257,19.47570653183826,5.425844798490785,0.020155614,-35.73444989377458,-12.086059303782246,9.747096,9.977015,9.364058,0.612957,1.0855105,1.1858175
661244647975316736,130.2969396844161,19.529583140362835,5.463028227339808,0.035036523,-35.61408962029269,-12.680824290767102,15.463237,16.823227,14.310502,2.5127249,1.0406466,1.4242812
661253272269624576,130.41322793278553,19.67443812236976,5.535345340159194,0.044309594,-36.90138774113468,-12.860103519845833,15.973061,17.403336,14.795727,2.6076088,0.95179987,1.43918
661268253115601792,129.9905402852347,19.541420575364736,5.403336785707,0.04485864,-35.28531309245936,-13.047255661484844,7.5015326,7.605361,7.293408,0.31195307,1.093879,1.1689532
661305838371084288,130.29431942534174,19.82947986610345,5.396320308211809,0.019323384,-36.33418332840965,-13.421808988370836,8.9524765,9.123121,8.648869,0.4742527,0.98250335,1.1764868
661325908755275648,130.7946912759219,19.52623218061991,5.356002053390971,0.024421737,-36.00716459893337,-12.438930256627284,11.595354,11.972906,11.050672,0.92223454,1.2783488,1.2073709
661342710667273856,130.9657235104994,19.913546434961926,5.344902066156989,0.021564035,-35.99780871098942,-13.197836852786352,13.6968,14.472098,12.83746,1.6346388,1.0852654,1.2839549
661348517463001216,130.56439410716382,19.815949110536266,5.47743981389377,0.058465514,-36.76382869060441,-13.406632509595578,16.25184,17.691038,15.074979,2.6160593,0.9626805,1.4370475
661353770206306560,130.75762306999312,19.901208447295797,5.55823303947578,0.19095327,-35.76844804186711,-12.914484959363698,18.136576,20.026396,16.844963,3.1814327,1.0471815,1.5103259
661391982532062848,131.0965300035639,20.232075295987,5.45131920964884,0.09264475,-37.821177155670554,-14.415954967336866,17.344418,19.071514,16.098791,2.972723,1.0146037,1.473536
661424143247274624,130.40553505162856,20.210177213638097,5.184598035800587,0.08478225,-34.59880415133028,-12.8175633701971,17.137625,18.798128,15.895472,2.9026566,0.97776234,1.4786518
661438913637806208,130.75210802817932,20.33774305212752,5.4373198732935375,0.03467682,-37.21483983973308,-14.306663662051253,11.260078,11.617512,10.735025,0.88248634,1.1639187,1.2044959
